"","county","state","pollingplaces","pppcapita","peopleppp","plean","Totalpopulation","pctWhite","pctBlackorAfricanAmerican","pctHispanicorLatino(ofanyrace)","pctNotHispanicorLatino","Citizen,18andoverpopulation","pctUnemploymentRate","Meantraveltimetowork(minutes)","pctLessthan$10,000","pct$10,000to$14,999","pct$15,000to$24,999","pct$25,000to$34,999","pct$35,000to$49,999","pct$50,000to$74,999","pct$75,000to$99,999","pct$100,000to$149,999","pct$150,000to$199,999","pct$200,000ormore","Medianhouseholdincome(dollars)","Meanhouseholdincome(dollars)","Percapitaincome(dollars)","pctFamiliesIncomeBelowPoverty","pctPeopleIncomeBelowPoverty","pctLessthan9thgrade","pct9thto12thgrade,nodiploma","pctHighschoolgraduate(includesequivalency)","pctSomecollege,nodegree","pctAssociate'sdegree","pctBachelor'sdegree","pctGraduateorprofessionaldegree","pctHighschoolgraduateorhigher","pctBachelor'sdegreeorhigher","pctNative","pctForeignborn","popdensity","id","region"
"1031","ROGER MILLS","OK",9,0.00331004045605002,302.111111111111,-41.1071849234393,3708,88.6,0.5,7,93,2719,6.3,18.6,10.4,4.6,12.9,12.3,10.9,15.3,12.4,12.1,4.4,4.8,47667,68594,26431,16.3,19.5,2.4,7.9,37.2,27.6,6.4,12.3,6.2,89.7,18.5,98.2,1.8,3.249407,"0500000US40129","South"
"1032","ROGERS","OK",36,0.000529879305269355,1887.22222222222,-29.6418910215123,90814,74.8,1.1,4.6,95.4,67940,4.8,24.8,4.1,3.9,8.5,8.9,13.5,20.1,13.6,16.6,6.4,4.5,62949,80806,30886,7.3,9.5,2.3,5.6,32.8,25.3,9.6,17.3,7,92.1,24.3,97.6,2.4,134.4159,"0500000US40131","South"
"1033","ROLETTE","ND",5,0.000518349574953349,1929.2,13.2991556091677,14603,18.6,0.6,0.6,99.4,9646,7.9,15.7,16.5,6.4,10.9,11,12.5,15,11.6,9.2,4.5,2.2,39884,57370,19295,23.8,29.3,4.2,9.6,25.2,24.7,16.4,14.9,5.1,86.3,20,99.6,0.4,16.17031,"0500000US38079","Midwest"
"1034","ROOSEVELT","MT",12,0.00160944206008584,621.333333333333,-3.5299374441466,11228,36.6,0.3,3.7,96.3,7456,12,14.5,11.4,10,11.3,11.3,11.8,14.3,11.2,11.7,5.2,1.6,42904,59137,18813,23.6,28.3,3.7,9.6,34.6,26.3,8.7,12.3,4.8,86.8,17.1,98.9,1.1,4.76912,"0500000US30085","West"
"1035","ROOSEVELT","NM",5,0.000381825124093165,2619,-22.7613338328962,19117,74.4,2.7,41.5,58.5,13095,9.1,17.9,12.9,6.7,13.4,10.5,13.9,19.5,10.2,10.2,1.6,1,40775,52727,19849,21.3,25.6,8.5,10.7,29.7,20.6,5.4,14.5,10.6,80.9,25.1,88.8,11.2,7.815454,"0500000US35041","West"
"1036","ROSEAU","MN",44,0.0038297501958395,261.113636363636,-24.5996989188449,15462,92.8,0.9,1.2,98.8,11489,2.6,17,3.5,3.8,9.6,9.3,14.7,22.9,16.4,13.3,4,2.4,59644,70246,28049,7,9.8,3,4.3,34.9,27.4,11.1,15.2,4.1,92.7,19.3,96.2,3.8,9.249718,"0500000US27135","Midwest"
"1037","ROSEBUD","MT",12,0.00185414091470952,539.333333333333,-19.537037037037,9250,58.8,0.1,4.9,95.1,6472,7.9,12.4,8.3,7.2,9.1,11.2,9.6,18.4,16.1,13.9,2.8,3.6,56549,66388,23471,11.9,18.7,3.7,9.1,32.1,25.3,11.7,13.6,4.4,87.1,18,98.7,1.3,1.846995,"0500000US30087","West"
"1038","ROSS","OH",65,0.00108189081225033,924.307692307692,-14.2995035852179,77051,90.3,5.3,1.2,98.8,60080,7.6,25.5,8.5,5.3,12.3,10.7,14.9,19,11.6,12.8,2.6,2.4,48403,62771,23756,12.8,17.9,3.5,9.8,42.3,19.1,8.6,10.4,6.2,86.7,16.6,99,1,111.7998,"0500000US39141","Midwest"
"1039","ROWAN","NC",41,0.000393428779795033,2541.75609756098,-18.8153030059476,139605,77.4,16,8.6,91.4,104212,7.7,24.8,7.4,5.1,12.2,11.3,15.2,18.9,13.6,10.2,3.6,2.5,48667,64271,25117,12.3,16.5,5.4,9.4,32.8,23.1,10.6,13.6,5.1,85.3,18.7,95.5,4.5,272.944,"0500000US37159","South"
"1040","RUSK","WI",65,0.00580720092915215,172.2,-17.7654046028211,14183,96.2,1,1.8,98.2,11193,3.8,23.4,6.4,6.5,12.8,11.9,18.6,21.3,11,8.1,1.6,1.7,44302,55339,24731,9.7,14.1,4.6,8.7,41,18.5,11.4,10.6,5.2,86.7,15.8,98.6,1.4,15.52509,"0500000US55107","Midwest"
"1041","RUTHERFORD","NC",17,0.000327515123492467,3053.29411764706,-24.4248570650694,66532,86.3,9.7,4.2,95.8,51906,8.4,25.8,8.5,8.1,15.6,11.8,16.3,18,9.5,7.8,1.9,2.5,40347,54078,22493,13.3,18,5.2,12.2,31.9,22,11.4,11.6,5.7,82.6,17.3,97.5,2.5,117.6646,"0500000US37161","South"
"1042","SABINE","LA",39,0.0021498263601786,465.153846153846,-32.2270924650386,24088,69.5,16.3,3.9,96.1,18141,10.3,33.2,12.4,8.8,13.8,10.9,14.3,16.2,9.3,9.7,2.1,2.5,39465,55435,22637,13.9,19.5,4.2,10.5,46.4,18.4,7.4,8.6,4.5,85.3,13.1,98.7,1.3,27.79409,"0500000US22085","South"
"1043","SAC","IA",9,0.00118499012508229,843.888888888889,-24.4620953146994,9868,97.4,0.6,2.9,97.1,7595,3,18.2,4.7,4.8,9.6,9.8,15.3,21.7,14.2,13.8,3.3,2.8,54958,69325,30750,7.4,10.6,2.4,5.1,37.2,21.7,13.1,15.1,5.5,92.6,20.6,98.5,1.5,17.16108,"0500000US19161","Midwest"
"1044","SALINE","IL",28,0.0014806980433633,675.357142857143,-26.2905604719764,24231,92.8,2.8,1.8,98.2,18910,9.8,23.1,10.2,10.7,13.3,9.6,13.7,16.9,10.2,10.7,2.6,2,41167,56381,23690,18.2,22.2,4.3,9.2,28.5,27.1,13.1,11.4,6.3,86.4,17.8,99,1,63.7846,"0500000US17165","Midwest"
"1045","SALINE","NE",12,0.00126715945089757,789.166666666667,-13.4156639223137,14288,88.3,1,24.6,75.4,9470,3.1,20.8,6.3,3.1,12.2,9.6,17.3,24.9,12.7,10,1.8,2.2,51143,61216,22943,10.2,13.5,11.2,4.6,35.2,20.7,14.1,9.5,4.8,84.3,14.3,85.1,14.9,24.88932,"0500000US31151","Midwest"
"1046","SALUDA","SC",18,0.00124731480839859,801.722222222222,-16.2669384818324,20299,65.1,25.2,15.6,84.4,14431,6,30.3,6.8,8.6,9.6,14.3,16,18.1,13.4,8.5,3.3,1.3,44486,58014,22174,11.9,16.2,9.6,11.2,36.2,17.2,9.7,10.7,5.5,79.2,16.1,91.6,8.4,44.82029,"0500000US45081","South"
"1047","SAMPSON","NC",23,0.000532161036557149,1879.13043478261,-8.451841638763,63561,64.4,25.2,19.3,80.7,43220,8.5,25.1,8.9,8.1,14.9,14,14.4,17.3,10.6,7.7,2,2.1,39068,56453,21950,17.6,24.1,9.9,12.4,33.3,21.6,10,9.1,3.6,77.7,12.8,90.2,9.8,67.21037,"0500000US37163","South"
"1048","SAN JUAN","NM",42,0.000466009076081529,2145.88095238095,-18.4766362010242,127455,52.1,0.6,20.1,79.9,90127,8.9,23.7,8.6,5.9,11.1,10.2,13.6,17.4,14,12.8,4,2.4,50582,65337,23206,16.7,21.3,5.8,10,30.7,27.6,10.7,8.6,6.6,84.2,15.2,96.9,3.1,23.10138,"0500000US35045","West"
"1049","SAN MIGUEL","NM",20,0.000917978611098361,1089.35,25.9012294227964,28034,55.3,1.3,77.6,22.4,21787,6.4,22.1,16.9,10.5,13.5,13.1,14.6,15.6,6.3,6.1,2.3,1.1,31660,46029,20285,18.4,27.7,7.3,11.5,26.3,23.6,8.7,12.7,10,81.2,22.7,96.4,3.6,5.937501,"0500000US35047","West"
"1050","SANBORN","SD",4,0.0021680216802168,461.25,-27.2641509433962,2388,96.5,0,3.6,96.4,1845,3.2,21.1,3.8,4,11,11,11.5,25.8,13.2,9.2,6.4,4,54899,75435,32404,5,10.3,4.3,4.2,40,18.7,13.2,14.6,5.1,91.6,19.7,99,1,4.195005,"0500000US46111","Midwest"
"1051","SANDERS","MT",9,0.000961846745751844,1039.66666666667,-27.8706395348837,11521,92.3,0.2,2.8,97.2,9357,8.4,18.8,7.6,8.4,16.5,15.3,17.2,16.4,8.5,5.7,1.8,2.7,36984,53414,23822,12.8,19.5,3.4,7.4,42.7,21.7,7.7,13.3,3.8,89.3,17.1,97.9,2.1,4.173669,"0500000US30089","West"
"1052","SANDOVAL","NM",46,0.000440515978280647,2270.0652173913,1.6805938968888,140769,71.3,2.2,38.4,61.6,104423,7.7,28.3,7.1,3.7,8.3,8.2,14.4,20.7,14,13.7,5.8,4.3,59420,74509,27549,10.3,14.3,3.1,7.2,25,25.5,9.2,18.3,11.7,89.7,30,94.3,5.7,37.94199,"0500000US35043","West"
"1053","SANDUSKY","OH",58,0.00127778634531074,782.603448275862,-12.1680320060964,59299,90.6,3,9.8,90.2,45391,5,19.9,6.5,4.6,10.6,10.9,15.4,21.5,14,11.8,2.8,1.8,51701,63667,26256,10.2,13.6,2.7,7,42.3,21.8,10.2,10.8,5.2,90.2,16,98.6,1.4,145.1788,"0500000US39143","Midwest"
"1054","SANGAMON","IL",180,0.00119912863319321,833.938888888889,-4.973528084446,197661,81.9,12.8,2.3,97.7,150109,6.3,19.6,6.5,4.8,9.9,8.8,11.7,18.1,13.8,14.9,6.1,5.5,60466,80536,34548,10.9,15.2,1.8,5.8,27.9,22.3,8,21.6,12.6,92.4,34.2,96.9,3.1,227.6423,"0500000US17167","Midwest"
"1055","SANTA FE","NM",43,0.000393229142851917,2543.04651162791,27.9930902111324,148917,83.5,1,51.3,48.7,109351,4.5,22.3,5.9,4,8.9,10.5,13.1,18.5,12.1,14.4,5.7,7,59192,85113,37080,8.6,12.8,5.4,5.6,22.9,19,6.1,20.3,20.7,88.9,40.9,87.5,12.5,77.96307,"0500000US35049","West"
"1056","SARGENT","ND",5,0.00164853280580284,606.6,-11.0549943883277,3883,95.3,2.4,3,97,3033,1.3,14.2,2.4,3.2,6.2,5.9,16.5,23,17,19.1,3,3.6,67200,80177,37039,2.3,3.8,4.5,3.8,36.7,23.3,14.2,15.3,2.2,91.7,17.5,96.7,3.3,4.522975,"0500000US38081","Midwest"
"1057","SARPY","NE",52,0.00041703424492742,2397.88461538462,-11.6909915819394,178351,88,3.9,9,91,124690,3,20.7,2.8,1.9,5.2,7.3,10.8,18.9,15.7,21.8,9.2,6.3,79549,94557,34928,3.6,5.4,1.7,3.1,21.1,24.2,9.9,25.8,14.3,95.2,40.1,94.9,5.1,748.8947,"0500000US31153","Midwest"
"1058","SAUK","WI",110,0.00229166666666667,436.363636363636,-0.167893362276601,63596,94.4,0.8,4.9,95.1,48000,3.2,21.5,4,4,10.4,11.7,13.5,19.9,14.8,14.5,4.4,2.8,56732,70958,29608,7.5,10.4,2.7,6.7,34.4,21.1,11.3,16.4,7.4,90.7,23.8,97.2,2.8,76.47952,"0500000US55111","Midwest"
"1059","SAUNDERS","NE",17,0.00108702602468189,919.941176470588,-24.9652708870808,21024,97.4,0.3,2.2,97.8,15639,2.4,24.2,4.1,3.2,6.5,7.9,14.1,21,14.6,19,6.3,3.3,66718,80020,32344,5.4,8.4,1.7,5.6,29.8,25.1,12.5,17.4,7.9,92.8,25.4,98.7,1.3,28.02124,"0500000US31155","Midwest"
"1060","SAWYER","WI",43,0.00329048056320784,303.906976744186,-9.6731499597192,16370,77.1,0.5,2.6,97.4,13068,5.8,21.4,6.8,6.4,14.8,10.8,16.1,18.2,11.8,9.7,2,3.4,44555,67130,30094,12.9,17.3,1.6,6.7,34.5,22.2,11.8,15,8.2,91.7,23.2,98.5,1.5,13.01667,"0500000US55113","Midwest"
"1061","SCHLEY","GA",1,0.000253228665484933,3949,-28.5904965296316,5211,66.3,29.9,5.1,94.9,3949,12.7,26.7,16.4,2.8,13.2,10.8,15.6,17.4,11.3,9.4,1.9,1.4,41276,53252,20585,20.7,21.3,4.8,10.9,35.3,27.2,8.9,7.7,5.3,84.3,12.9,99.2,0.8,31.22097,"0500000US13249","South"
"1062","SCHUYLER","IL",17,0.00303354746609565,329.647058823529,-20.1305918310642,7064,91,7.3,0.4,99.6,5604,5.5,22.8,5.7,5.2,8.6,13,20.8,19.6,14,9.4,2.6,1.1,46151,58448,23068,6.6,21.4,2.8,7.5,37.8,22.6,11.1,12.3,5.9,89.8,18.2,98.3,1.7,16.15495,"0500000US17169","Midwest"
"1063","SCHUYLKILL","PA",125,0.00109587599943891,912.512,-22.4046008787086,143555,93.6,3,4.1,95.9,114064,6.2,26.2,6.4,5.7,12.5,11.5,14.5,19.6,12.5,12,3.2,1.9,49190,62374,26070,9.3,12.7,3,8.4,46.6,15.7,10.1,10.7,5.5,88.6,16.2,98.2,1.8,184.3684,"0500000US42107","Northeast"
"1064","SCIOTO","OH",77,0.00129776009977584,770.558441558442,-19.2338791186578,76377,94.2,2.8,1.3,98.7,59333,7.9,25.5,13.1,7.5,14.3,10.7,13.4,15.4,9.9,10.4,3.1,2.3,39731,57055,23042,17.8,23.6,4.2,11,42,20,7.8,8.4,6.6,84.8,15,99.1,0.9,125.161,"0500000US39145","Midwest"
"1065","SCOTLAND","NC",10,0.000374531835205993,2670,3.915285451197,35262,44.4,39,2.9,97.1,26700,12.5,22,14.6,10,14.2,10.5,13.7,17.4,9.9,7.4,1.6,0.6,35617,46614,18242,24.5,27.7,5.6,14.5,34.1,21.4,8.9,9.8,5.7,79.8,15.5,97.7,2.3,110.4905,"0500000US37165","South"
"1066","SCOTT","IA",63,0.000494044024811989,2024.11111111111,0.8110417268718,172288,85.8,7.5,6.6,93.4,127519,4.2,19,5.7,3.9,9.5,9.8,13.2,19.2,13.3,14.6,5.9,4.8,58803,78648,31873,8.2,12.1,2.3,4.8,29.9,20.9,10.3,20,11.9,92.9,31.9,95.8,4.2,376.1039,"0500000US19163","Midwest"
"1067","SCOTT","IL",10,0.00257135510413988,388.9,-28.6085565773691,5047,98.2,0.2,1.2,98.8,3889,6.7,25.7,5.3,5.7,10.6,10.2,15.4,21.7,12.6,12.2,3.9,2.5,53973,67886,27218,10.1,12.9,2.6,4.8,48.7,20.3,8.7,10.4,4.6,92.6,15,99.1,0.9,20.11456,"0500000US17171","Midwest"
"1068","SCOTT","MN",47,0.000477385148243324,2094.74468085106,-8.3608473338203,143372,84.3,4.1,5.1,94.9,98453,3.3,26,2.5,2.1,4.3,5.1,9.3,14.3,13.7,24.1,12.2,12.5,97744,115191,39952,4.2,5.8,2.3,2.9,22.6,20.2,12.6,28.2,11.1,94.8,39.3,90.8,9.2,402.4475,"0500000US27139","Midwest"
"1069","SCOTTS BLUFF","NE",23,0.000871179122002954,1147.86956521739,-25.8563577505082,36255,91.9,0.8,23.7,76.3,26401,5.1,15,6.9,5.4,10.8,11.3,15.5,20.1,11.7,11.6,3.7,3.1,50157,67975,28089,9.6,13.4,5.9,6.5,28.9,26.1,10.1,15.5,6.8,87.5,22.4,95.9,4.1,49.03192,"0500000US31157","Midwest"
"1070","SCREVEN","GA",12,0.00110314396028682,906.5,-8.9652096342551,13990,55.6,41.9,2,98,10878,6.2,31.2,9.6,10.4,14.6,12.1,11.8,18.2,10.4,7.7,3.2,2,37588,53853,21557,18.2,22.3,5.7,11.2,42.7,19.8,6.4,9.8,4.4,83.1,14.2,98.3,1.7,21.66401,"0500000US13251","South"
"1071","SEMINOLE","GA",5,0.000760225026607876,1315.4,-16.3554046406338,8437,61.8,33.1,3.1,96.9,6577,7.7,25,11.8,8.9,13,17.4,14.5,13.7,10.3,6.3,2.9,1.3,34338,59508,26358,22.3,24.4,4.8,9.7,39.6,22.7,8.8,8.4,6.1,85.5,14.4,99.1,0.9,35.51884,"0500000US13253","South"
"1072","SEMINOLE","OK",14,0.000758684224787297,1318.07142857143,-23.0478917230609,25071,68.1,4.8,4.9,95.1,18453,7.7,23.9,9.4,8,15.3,11.5,16.2,18,9.9,8.5,1.4,1.7,38706,52415,20460,15.5,21,4.3,11.1,34.1,27.4,9,9.2,4.9,84.6,14.1,98.3,1.7,39.61682,"0500000US40133","South"
"1073","SENECA","OH",51,0.00119740796393689,835.137254901961,-16.6921588915381,55475,93.8,2.8,5,95,42592,4.9,21.7,6,5,10.3,12.6,16.2,20.9,12.9,11.1,3.4,1.7,49936,63846,25555,10.5,14.7,2.4,6.5,46.1,19.7,10.2,9.8,5.4,91.2,15.2,98.2,1.8,100.6758,"0500000US39147","Midwest"
"1074","SEQUOYAH","OK",26,0.000831813673737083,1202.19230769231,-28.0557746074987,41359,64.6,1.9,4.1,95.9,31257,8.2,25.7,8.6,9.5,14.9,13.3,15.3,16.5,10.8,7.8,2,1.2,38328,51075,20020,18.8,23.1,5.9,13.3,38.5,20.9,8.1,9.6,3.7,80.8,13.3,98.3,1.7,61.42939,"0500000US40135","South"
"1075","SEWARD","NE",11,0.000847718865598027,1179.63636363636,-24.4167007777323,17127,96.2,0.5,2.7,97.3,12976,2.1,21.9,3.6,2.8,7.2,11.3,11.5,19.6,17.1,17.8,4.6,4.5,67591,79392,30694,4.1,7.5,2.1,3.8,26.9,21.6,16.4,19.6,9.6,94.1,29.2,98.4,1.6,29.9722,"0500000US31159","Midwest"
"1076","SHAWANO","WI",73,0.00228883175518906,436.904109589041,-17.7838067879562,41009,89.1,0.4,2.7,97.3,31894,2.5,23.3,4.2,6.5,10.1,10.9,14.3,21.7,14.5,12.3,3,2.5,54143,66274,28051,7.4,10.1,2.4,6.4,44.5,19,11.6,10.2,5.9,91.3,16.1,98.8,1.2,45.91117,"0500000US55115","Midwest"
"1077","SHEBOYGAN","WI",126,0.00145035971223022,689.484126984127,-8.5736456491139,115205,89.2,1.8,6.2,93.8,86875,3.6,18,3.3,4.1,10.2,10.3,14.1,21.3,14.5,14.9,4.4,3,58943,72900,30151,4.9,7.6,2.4,4.9,36.3,21.4,11.1,16.8,7.1,92.7,23.9,94.3,5.7,225.2174,"0500000US55117","Midwest"
"1078","SHELBY","IA",9,0.00100592377333184,994.111111111111,-22.4103585657371,11694,97,0.8,2.8,97.2,8947,3.2,19,5.4,5.7,8.6,10.2,15.7,16.6,15.5,14.5,3.5,4.4,55489,72775,31283,6.3,8.7,3.1,4.9,36.1,22.4,12.6,15.5,5.3,91.9,20.8,98.3,1.7,19.7942,"0500000US19165","Midwest"
"1079","SHELBY","IL",33,0.00192734493633921,518.848484848485,-28.2447466007417,21832,98.3,0.9,1,99,17122,4.6,24,5,5.6,11.6,12.1,14,22.4,13.5,12.1,2.6,1,51157,59674,25320,8.8,11.2,2,5.8,44.9,20.2,10.3,11.9,5,92.2,16.9,99.7,0.3,28.78258,"0500000US17173","Midwest"
"1080","SHELBY","OH",35,0.000973195417639862,1027.54285714286,-31.417246967109,48797,94.1,2.7,1.5,98.5,35964,4.5,18.3,4,2.5,10.2,9.5,14.8,19.8,16.3,15.1,5.5,2.3,61042,74898,29008,7,9.1,2.9,7,42.5,19.1,11.1,10.7,6.7,90.1,17.4,98.1,1.9,119.6898,"0500000US39149","Midwest"
"1081","SHERBURNE","MN",35,0.00052323929975632,1911.17142857143,-20.0243539439859,93231,92.7,2.2,2.5,97.5,66891,3.1,32.1,2.8,1.7,5.1,6.6,10,17,16.4,25,9.2,6.2,85818,97264,34013,4.6,7.1,1.4,4.2,27.8,25.2,14.1,19.6,7.7,94.5,27.4,96.7,3.3,215.3591,"0500000US27141","Midwest"
"1082","SHERIDAN","MT",6,0.00215827338129496,463.333333333333,-22.2351571594878,3574,93.5,0,2.7,97.3,2780,2.8,16.5,6.4,5.7,9,11.9,13.5,16.8,12.3,16.7,4,3.9,54321,73400,33711,6,11,3.7,3.9,29.3,29.6,9.8,18.2,5.4,92.4,23.6,97.7,2.3,2.132708,"0500000US30091","West"
"1083","SHERIDAN","ND",1,0.000853242320819113,1172,-37.248322147651,1405,98.1,0,0,100,1172,2.6,21.5,11.6,4.2,7.7,13.2,14.2,20.3,9.3,11.8,4.4,3.3,49261,67445,32559,10.2,14,5.8,8.6,37.4,24.4,12.9,8.9,2.1,85.6,10.9,99.4,0.6,1.444905,"0500000US38083","Midwest"
"1084","SHERIDAN","NE",5,0.00124409056979348,803.8,-38.5108086469175,5234,82.7,0.8,5,95,4019,2.4,18.8,6.8,7.2,13.5,12,17.9,18.7,8.4,9.6,4.2,1.7,41719,61900,27304,8.2,18,4.1,5.5,34.3,23.2,9.3,16.3,7.3,90.4,23.6,98.3,1.7,2.144238,"0500000US31161","Midwest"
"1085","SHERMAN","NE",6,0.00250208507089241,399.666666666667,-27.1812080536913,3042,98,0,2.2,97.8,2398,1.8,25.3,5.2,4.1,12.1,11.7,15.8,23.4,14.9,9.1,2.7,1,51172,61276,27380,9.1,11.4,3,4,38.8,25.8,10.3,12.5,5.7,93,18.2,98.4,1.6,5.376186,"0500000US31163","Midwest"
"1086","SIBLEY","MN",25,0.00231267345050879,432.4,-22.659857282776,14912,95.9,0.9,8.9,91.1,10810,2.8,25.2,3.4,3.8,8.1,10.6,14.1,20.9,16.2,14.6,5.1,3.1,62761,75700,30977,4.3,7.1,4.3,4.8,39.2,21.9,13.1,12.5,4.2,90.9,16.7,94.6,5.4,25.32461,"0500000US27143","Midwest"
"1087","SIERRA","NM",8,0.000878831154564429,1137.875,-15.1233232366941,11135,89.9,0.6,30.3,69.7,9103,10.9,19.6,13,11.4,15.6,15.4,13.4,13.9,7.8,4.9,1.9,2.8,30451,51396,25389,18.5,24.9,4.7,10.6,28.4,27.1,8.7,13,7.5,84.7,20.5,95.6,4.4,2.663113,"0500000US35051","West"
"1088","SILVER BOW","MT",31,0.00113569753810082,880.516129032258,7.4791597199066,34814,94.2,0.6,4.6,95.4,27296,5,14.7,10.9,8.2,11.8,12.1,14.7,16.5,9.7,9.7,3.8,2.5,42237,58093,26224,12.1,19.1,2.3,5.8,33.8,23.2,8.5,17.8,8.6,91.8,26.4,97.5,2.5,48.48859,"0500000US30093","West"
"1089","SIOUX","IA",16,0.000667751763282,1497.5625,-36.5378987415862,34825,93.2,0.4,10.5,89.5,23961,2.6,13.1,3.2,3.4,7.1,6.7,15.1,21.3,17.8,16.3,5.3,3.7,67178,79537,28467,4.4,6.8,5.1,4.1,31.4,18.9,12.5,19.7,8.4,90.8,28.1,94,6,45.3502,"0500000US19167","Midwest"
"1090","SIOUX","ND",12,0.00426590828297192,234.416666666667,24.4597249508841,4413,13.1,0.1,4.2,95.8,2813,16,17.5,16.3,5.7,13.1,10.4,11.9,18.6,9.4,9.6,1.6,3.4,40862,59701,16706,30.5,36.5,3.7,12.3,32.2,24.6,10.9,12.2,4,84,16.2,99.9,0.1,4.033473,"0500000US38085","Midwest"
"1091","SIOUX","NE",2,0.001998001998002,500.5,-38.3787661406026,1266,91.9,0.5,0.5,99.5,1001,1.1,19.9,4.8,5.4,16.2,11.6,15.2,15.7,11.2,16.1,2.4,1.4,46875,59915,26951,10.1,10.7,3.9,2.8,31,24.2,11.5,22.2,4.5,93.3,26.6,99.8,0.2,0.6125711,"0500000US31165","Midwest"
"1092","SLOPE","ND",5,0.00905797101449275,110.4,-39.3827160493827,704,93.6,5.5,0,100,552,1.2,28,2.1,1.8,13.4,5.8,12.8,22.8,15.8,14.9,7.3,3.3,63942,78977,37340,3.2,5.5,2.7,8.1,28,20,14.8,23.2,3.3,89.3,26.5,99.9,0.1,0.5794775,"0500000US38087","Midwest"
"1093","SNYDER","PA",25,0.000789116505160822,1267.24,-24.5533159534558,40466,96.5,1,2.2,97.8,31681,2.7,22.7,4.6,3.7,10.7,9.6,14.5,21.8,15.4,12.2,3.7,3.8,57638,69966,26415,7.7,10.6,5.4,8.9,46.2,13,8.1,12.1,6.3,85.6,18.4,98.5,1.5,123.0781,"0500000US42109","Northeast"
"1094","SOCORRO","NM",8,0.000639284001917852,1564.25,5.8778883454208,17000,78.3,0.4,49.7,50.3,12514,4.7,17.5,13.8,8.7,14,12.6,18.2,12.9,6.9,8.4,3.1,1.5,36146,50030,17464,17.1,29.1,8.2,12.7,36.4,16.9,4.6,11.4,9.8,79.1,21.2,94.3,5.7,2.557781,"0500000US35053","West"
"1095","SOMERSET","PA",68,0.00111882589094738,893.794117647059,-28.7771543662782,74949,95.2,2.6,1.5,98.5,60778,5.4,24.6,6,5.6,11.8,12.9,15.7,19.9,13.2,10.8,2,2.1,48224,62032,25294,8.9,12.4,4.2,7.8,50.1,14.4,8,10.3,5.2,88.1,15.5,99.1,0.9,69.76122,"0500000US42111","Northeast"
"1096","SPALDING","GA",20,0.000414791463591679,2410.85,-12.5764908211015,64719,63,33.5,4.4,95.6,48217,6.9,29.1,9.2,6,12.5,12.9,15.9,18.5,11.2,9.5,2.1,2.2,42671,57378,22166,16.8,21.6,4.8,13.4,39.4,18.9,7.2,11,5.4,81.9,16.4,97.1,2.9,330.2263,"0500000US13255","South"
"1097","SPARTANBURG","SC",98,0.000441344027669568,2265.80612244898,-15.601080207097,302195,73.4,20.4,6.7,93.3,222049,5.7,22.7,6.9,5.4,12,10.9,14.7,19.5,12.8,11.2,3.5,3.2,50179,66705,26072,10.9,14.8,5.3,9.5,29.4,21.3,10.7,15.2,8.6,85.3,23.8,93.6,6.4,374.1221,"0500000US45083","South"
"1098","SPINK","SD",9,0.0018262987012987,547.555555555556,-16.8589974756581,6543,96.6,0.1,3.1,96.9,4928,2.2,16,3.8,3.4,8.3,11.9,18.6,20.2,12,10.3,5.8,5.8,52729,80654,33597,5.9,9.5,4.4,4.7,36.5,20.1,12.2,16.9,5.3,91,22.2,99.2,0.8,4.35175,"0500000US46115","Midwest"
"1099","ST. BERNARD","LA",31,0.000962762818721078,1038.67741935484,-17.3619793380272,45694,69.7,22.9,10,90,32199,10.3,27.7,9.9,6.1,13,10.4,14.3,17.6,12.6,11,3.2,1.8,46011,58103,21217,17.3,19.7,5.8,11.8,37.3,25.4,7.4,9.4,2.9,82.4,12.3,94.9,5.1,121.0398,"0500000US22087","South"
"1100","ST. CHARLES","LA",44,0.00113366999896939,882.090909090909,-16.0087370929309,52724,69.8,26.5,6,94,38812,5.7,27.7,5.9,3.7,7.7,9.2,10.5,16.8,12.6,18.7,9.5,5.4,66620,85659,31567,8.8,11.6,3.4,7.1,34.8,22.5,8,18.5,5.8,89.5,24.2,96.4,3.6,189.8294,"0500000US22089","South"
"1101","ST. CLAIR","IL",215,0.00108965587147129,917.720930232558,3.0096934902673,263463,64.1,30.1,4,96,197310,7.1,25.1,9,5.1,9.7,9.7,13.5,16.2,12.4,14.9,5.1,4.3,53681,73185,29541,12.1,16.4,2.5,6.7,28.6,23.7,11.2,16,11.3,90.8,27.3,97.1,2.9,400.5649,"0500000US17163","Midwest"
"1102","ST. CROIX","WI",128,0.00197436411593219,506.4921875,-9.9917631446483,87917,95.8,0.8,2.3,97.7,64831,2.4,27.3,2.2,2.6,5.7,6.2,11.4,18.3,16.3,21.9,8.7,6.7,81124,96820,37419,2.5,4.5,1,2.7,25.9,22.2,14.5,23.8,10,96.3,33.7,97.5,2.5,121.6939,"0500000US55109","Midwest"
"1103","ST. HELENA","LA",11,0.00135568153808233,737.636363636364,7.3162393162393,10411,44,54,0.3,99.7,8114,13.6,34.3,11,9.6,13.8,11,16.3,11.7,9.5,12.5,3,1.5,39895,59235,23224,15.3,20.9,5.9,18.4,40,15.1,6.7,7.4,6.5,75.7,13.9,99.5,0.5,25.49165,"0500000US22091","South"
